69	Acar Kardeşler Komisyon evi	komisyoncu	adana	kozan	Abdullah ACAR	0532 512 42 17	Hal Kompleksi c.1 Blok No :25	https://halkatalogu.com/hal/156-acar-kardesler-komisyon-evi	unclaimed	2026-07-12
73	Acar Komisyon	komisyoncu	adana	kozan	Mustafa ÜNSAL	0536 640 58 03	Toptancı Sebze Hali No :39	https://halkatalogu.com/hal/1983-acar-komisyon	unclaimed	2026-07-12
1	Adana Hal adana sebze hali	komisyoncu	adana	merkez	MEHMET S. ERTUĞRUL	0533 814 05 20	Vedat Dalokay Hâl Kompleksi No:88 89 90	https://halkatalogu.com/hal/3063-adana-hal-adana-sebze-hali	verified	2026-07-12
75	Akkoyun Ticaret	komisyoncu	adana	sevkiyat	Mehmet AKKOYUN	0532 376 42 58	Toptancı Hal Kompleksi 5.Peron No :2	https://halkatalogu.com/hal/2114-akkoyun-ticaret	unclaimed	2026-07-12
94	Aktay Komisyon	komisyoncu	adana	yuregir	Selahattin AKTAY	0536 613 76 02	Yüreğir Hal Binası No :50	https://halkatalogu.com/hal/259-aktay-komisyon	unclaimed	2026-07-12
2	Altun Tarım Ürünleri	komisyoncu	adana	merkez	Bilal ALTUNUFAĞI	0322 429 33 39	Vedat Dalokay Hal Kompleksi 1.Peron no :16-17-44-45	https://halkatalogu.com/hal/228-altun-tarim-urunleri	unclaimed	2026-07-12
12	Altun Tarım ürünleri Kurşun Kardeşler Komisyon evi	komisyoncu	adana	merkez	Bilal ALTUNUFAĞÎ	0542 237 17 24	Vedat Dalokay Hal Kompleksi 1.Peron no :16-17-44-45	https://halkatalogu.com/hal/2915-altun-tarim-urunleri-kursun-kardesler-komisyon-evi	unclaimed	2026-07-12
14	Amed komisyon evi	komisyoncu	adana	merkez	Zafer ŞANCI	0545 716 16 50		https://halkatalogu.com/hal/3215-amed-komisyon-evi	unclaimed	2026-07-12
50	Ataman Ticaret	komisyoncu	adana	kavun-karpuz	Cumali ATAMAN	0532 336 48 21	Vedat Dalokay Hal Kompleksi No :19-243	https://halkatalogu.com/hal/1972-ataman-ticaret	unclaimed	2026-07-12
54	Atamanlar Komisyon evi	komisyoncu	adana	kavun-karpuz	Ömer ATAMAN	0532 492 63 21	Vedat Dalokay Hal Kompleksi 2.Peron No :35	https://halkatalogu.com/hal/1973-atamanlar-komisyon-evi	unclaimed	2026-07-12
5	Atay Komisyon evi	komisyoncu	adana	merkez	Mehmet, Ali ATAY	0 322 429 39 11	Toptancı Hali NO :40	https://halkatalogu.com/hal/173-atay-komisyon-evi	unclaimed	2026-07-12
92	Ayhanlar Komisyon evi	komisyoncu	adana	yuregir	Zeki AYHAN	0533 218 25 99	Yüreğir Sebze Hali NO :48	https://halkatalogu.com/hal/284-ayhanlar-komisyon-evi	unclaimed	2026-07-12
57	Baba Komisyon evi	komisyoncu	adana	kavun-karpuz	Temmo OK	0532 603 57 22	Vedat Dalokay Hal Kompleksi No :235-236	https://halkatalogu.com/hal/1974-baba-komisyon-evi	unclaimed	2026-07-12
41	Bakkallar Komisyon evi	komisyoncu	adana	ceyhan	Cemil BAKKAL	0530 441 53 95	Toptancı Sebze Hali No :15	https://halkatalogu.com/hal/1987-bakkallar-komisyon-evi	unclaimed	2026-07-12
86	Balkaya Kardeşler Komisyon evi	komisyoncu	adana	yuregir	Bedri BALKAYA	0533 639 95 53	Toptancı Sebze Hali No :16-17	https://halkatalogu.com/hal/262-balkaya-kardesler-komisyon-evi	unclaimed	2026-07-12
34	Baltu Tarım 211 Komisyon evi	komisyoncu	adana	merkez	İsmail BALTU	0 322 428 80 55	Yeni Sebze Hali 4.Peron No:211 ADANA	https://halkatalogu.com/hal/2956-baltu-tarim-211-komisyon-evi	unclaimed	2026-07-12
32	Baş komisyon evi	komisyoncu	adana	merkez	Cumhur BAŞ	0532 540 77 50		https://halkatalogu.com/hal/3181-bas-komisyon-evi	unclaimed	2026-07-12
63	Başkaya Ticaret	komisyoncu	adana	kavun-karpuz	Mehmet BAŞKAYA	0544 223 43 13	Vedat Dalokay Hal Kompleksi No :272	https://halkatalogu.com/hal/1975-baskaya-ticaret	unclaimed	2026-07-12
79	Begen Gıda Sanayi	komisyoncu	adana	sevkiyat		0532 502 39 24	Vedat Dalokay Hal Kompleksi 5.peron No :39-40	https://halkatalogu.com/hal/2115-begen-gida-sanayi	unclaimed	2026-07-12
80	Beğen Gıda Sanayi Ticaret Limited Şirketi	komisyoncu	adana	sevkiyat		0532 543 50 32	Vedat Dalokay Hal Kompleksi 5.Peron No :39-40	https://halkatalogu.com/hal/1965-begen-gida-sanayi-ticaret-limited-sirketi	unclaimed	2026-07-12
13	Beytekin Tarım Ürünleri	komisyoncu	adana	merkez	Ali BEYTEKİN	0 322 428 51 21	Vedat Dalokay Hal Kompleksi 1.Peron No: 51	https://halkatalogu.com/hal/2913-beytekin-tarim-urunleri	unclaimed	2026-07-12
30	Botan Komisyon evi	komisyoncu	adana	merkez	Yunus ÖZBEY	0533 470 32 37	Toptancı Hal 4.Peron No :172.173	https://halkatalogu.com/hal/222-botan-komisyon-evi	unclaimed	2026-07-12
74	Çetinler Komisyon evi	komisyoncu	adana	kozan	Rafet ÇETİN	0532 367 43 14	Yeni Hal Kompleksi No :43-44	https://halkatalogu.com/hal/2113-cetinler-komisyon-evi	unclaimed	2026-07-12
88	Çiftel Komisyonevi	komisyoncu	adana	yuregir	Mehmet ÇİFTEL	0537 609 34 91	Toptancı Sebze hali A Blok No :19	https://halkatalogu.com/hal/251-ciftel-komisyonevi	unclaimed	2026-07-12
21	Çukurova komisyon evi	komisyoncu	adana	merkez	MEHMET ÖZDEMİR	0537 708 65 63		https://halkatalogu.com/hal/3225-cukurova-komisyon-evi	unclaimed	2026-07-12
71	Cuma Baykul Komisyon evi	komisyoncu	adana	kozan	ÇUMA BAYKUL	0533 660 70 58	Toptancı Sebze hali no :29	https://halkatalogu.com/hal/2111-cuma-baykul-komisyon-evi	unclaimed	2026-07-12
84	Dedooğlu Komisyon	komisyoncu	adana	sevkiyat		0544 302 04 62	Vedat Dalokay Hal Kompleksi No :75	https://halkatalogu.com/hal/1968-dedooglu-komisyon	unclaimed	2026-07-12
70	Delibaşlar Komisyon evi	komisyoncu	adana	kozan	Süleyman DELİBAŞ	0532 663 14 78	Toptancı Hali No :46-47-28	https://halkatalogu.com/hal/1984-delibaslar-komisyon-evi	unclaimed	2026-07-12
89	Demiroğlu Komisyon evi	komisyoncu	adana	yuregir	H.Mikail DEMİROĞLU	0537 816 83 43	Toptancı Sebze Hali A blok No :22-23	https://halkatalogu.com/hal/270-demiroglu-komisyon-evi	unclaimed	2026-07-12
42	Doğuş Komisyon evi	komisyoncu	adana	ceyhan	Bülent KANLI	0532 313 27 85	Sebze Hali No :24	https://halkatalogu.com/hal/1989-dogus-komisyon-evi	unclaimed	2026-07-12
58	El -Reyyan Komisyon Evi	komisyoncu	adana	kavun-karpuz	Faruk OK	0530 704 58 15	Vedat Dalokay Hal Kompleksi Karpuzcular Hali No :236	https://halkatalogu.com/hal/155-el-reyyan-komisyon-evi	unclaimed	2026-07-12
31	En Tarım Komisyon evi	komisyoncu	adana	merkez	Cevdet EN	0 322 428 52 14 - 428 00 23	Vedat Dalokay Hal Kompleksi 4.Peron No :183	https://halkatalogu.com/hal/1935-en-tarim-komisyon-evi	unclaimed	2026-07-12
77	Eren Ticaret	komisyoncu	adana	sevkiyat	Abdurrahman BÖKÜŞ	0541 301 77 53	Vedat Dalokay Hali No :6	https://halkatalogu.com/hal/1969-eren-ticaret	unclaimed	2026-07-12
18	Ertuğrul kardeşler tarım ürünleri ertuğrul kardeşler komisyon evi	komisyoncu	adana	merkez	Rıdvan ERTUĞRUL	0533 471 10 63		https://halkatalogu.com/hal/3178-ertugrul-kardesler-tarim-urunleri-ertugrul-kardesler-komisyon-evi	unclaimed	2026-07-12
19	Ertuğrul komisyon evi	komisyoncu	adana	merkez	Mehmet S. ERTUĞRUL	0 (322) 429 31 71	Vedat Dalokay Hal Kompleksi No: 88-89-90 ADANA	https://halkatalogu.com/hal/2906-ertugrul-komisyon-evi	unclaimed	2026-07-12
20	Ertuğrul Komisyon Evi	komisyoncu	adana	merkez	Mehmet S. ERTUĞRUL	0533 814 05 20		https://halkatalogu.com/hal/2992-ertugrul-komisyon-evi	unclaimed	2026-07-12
76	Ferhat Ticaret Komisyon evi	komisyoncu	adana	sevkiyat	Mehmet AKKOYUN	0532 376 42 58	Toptancı Hal Kompleksi 5.Peron No :2	https://halkatalogu.com/hal/1966-ferhat-ticaret-komisyon-evi	unclaimed	2026-07-12
90	Gafuroğlu Komisyon evi	komisyoncu	adana	yuregir	İdris & Ferhat	0533 959 14 64	Toptancı Sebze Hali No :31	https://halkatalogu.com/hal/142-gafuroglu-komisyon-evi	unclaimed	2026-07-12
22	Göncü komisyon evi	komisyoncu	adana	merkez	Şükrü GÖNÇÜ	0532 334 74 66		https://halkatalogu.com/hal/3064-goncu-komisyon-evi	unclaimed	2026-07-12
85	Gün Komisyon	komisyoncu	adana	sevkiyat	Abdullah GÜN	0532 544 15 82	Vedat Dalokay Hal Kompleksi 5.Peron no :76	https://halkatalogu.com/hal/1963-gun-komisyon	unclaimed	2026-07-12
4	Güzel ışık komisyon evi	komisyoncu	adana	merkez	Ufuk GÜZELOĞLU	0535 339 55 70		https://halkatalogu.com/hal/3066-guzel-isik-komisyon-evi	unclaimed	2026-07-12
27	Hacı beşir evlatları komisyon evi	komisyoncu	adana	merkez	Hacı Münir GÜNGÖR	0544 428 54 43		https://halkatalogu.com/hal/3180-haci-besir-evlatlari-komisyon-evi	unclaimed	2026-07-12
16	Halaçeli Komisyon evi	komisyoncu	adana	merkez	Adem HALAÇELİ	0532 324 88 80-0545 654 88 12-0533 253 33 67	Toptancı Hali Kompleksi No :67	https://halkatalogu.com/hal/195-halaceli-komisyon-evi	unclaimed	2026-07-12
40	Halis Demir Komisyon evi	komisyoncu	adana	ceyhan	Mustafa HALİSDEMİR	0534 555 67 78	Toptancı Sebze Hali No :12 CEYHAN	https://halkatalogu.com/hal/2722-halis-demir-komisyon-evi	unclaimed	2026-07-12
3	Hancılar Komisyon evi	komisyoncu	adana	merkez	Mustafa & Uğur & Hüseyin	0 322 428 61 71	Vedat Dalokay Hal Kompleksi 1.Peron No :23	https://halkatalogu.com/hal/145-hancilar-komisyon-evi	unclaimed	2026-07-12
60	Hasan AYHAN Komisyon evi	komisyoncu	adana	kavun-karpuz	Hasan AYHAN	0533 569 63 37	Vedat Dalokay Hal Kompleksi No :252-267	https://halkatalogu.com/hal/1979-hasan-ayhan-komisyon-evi	unclaimed	2026-07-12
83	Hisar Tarım	komisyoncu	adana	sevkiyat	Ali YAŞAR	0542 393 85 48	Vedat Dalokay Hal Kompleksi Sevkiyatçılar Bölümü 6.Peron No :74	https://halkatalogu.com/hal/2116-hisar-tarim	unclaimed	2026-07-12
39	Huzur Komisyon evi	komisyoncu	adana	ceyhan	Kenan ŞENDUL	0532 431 65 90	Sebze Hali No :3	https://halkatalogu.com/hal/1986-huzur-komisyon-evi	unclaimed	2026-07-12
44	Kanlılar komisyon evi	komisyoncu	adana	ceyhan	Hüseyin KANLI	0322 611 05 06		https://halkatalogu.com/hal/2122-kanlilar-komisyon-evi	unclaimed	2026-07-12
47	Karal Komisyon evi	komisyoncu	adana	ceyhan	Şemsettin KARAL	0546 924 12 01	Toptancı Sebze Hali No :39-40	https://halkatalogu.com/hal/1991-karal-komisyon-evi	unclaimed	2026-07-12
72	KARAMUSTAFA Komisyon evi	komisyoncu	adana	kozan		0 322 515 8604	Toptancı Sebze Hali No :31	https://halkatalogu.com/hal/1982-karamustafa-komisyon-evi	unclaimed	2026-07-12
56	KARAÜZÜM Komisyon evi	komisyoncu	adana	kavun-karpuz	Murat KARAUZÜM	0537 462 08 07	Kavun - Karpuz Hali No :46	https://halkatalogu.com/hal/1976-karauzum-komisyon-evi	unclaimed	2026-07-12
43	Kardeşler Komisyon evi	komisyoncu	adana	ceyhan	Ekrem KANLI	613 1996-	Toptancı Sebze Hali No :28	https://halkatalogu.com/hal/1990-kardesler-komisyon-evi	unclaimed	2026-07-12
93	Karlıdağ komisyon evi	komisyoncu	adana	yuregir	Hacı KARLIDAĞ	0507 376 88 37		https://halkatalogu.com/hal/3182-karlidag-komisyon-evi	unclaimed	2026-07-12
59	Kaya Ticaret	komisyoncu	adana	kavun-karpuz	Hikmet KAYA	0534 615 59 27	Vedat Dalokay Hal Kompleksi No :248	https://halkatalogu.com/hal/2118-kaya-ticaret	unclaimed	2026-07-12
51	Kayalar Komisyon evi	komisyoncu	adana	kavun-karpuz	Fuat KAYA	0533 656 23 97	Kavun-Karpuz Hali No :23-247	https://halkatalogu.com/hal/1977-kayalar-komisyon-evi	unclaimed	2026-07-12
52	Kayalar Ticaret	komisyoncu	adana	kavun-karpuz	Fuat KAYA	0533 656 22 91	Kavun Karpuz Hali No :23-247	https://halkatalogu.com/hal/1864-kayalar-ticaret	unclaimed	2026-07-12
23	Kayserili Havuççu Komisyon evi	komisyoncu	adana	merkez	Derviş Baltu	0 322 428 11 31 - 428 93 13	Vedat Dalokay Hal Kompleksi 2.peron No:112	https://halkatalogu.com/hal/186-kayserili-havuccu-komisyon-evi	unclaimed	2026-07-12
46	Koç Ticaret Komisyon evi	komisyoncu	adana	ceyhan	Fikri KOÇ &	0507 244 64 76	Sebze Hali No :38	https://halkatalogu.com/hal/154-koc-ticaret-komisyon-evi	unclaimed	2026-07-12
66	Kocakaplan Komisyon evi	komisyoncu	adana	kozan	Dalyan KOCAPAKLAN	0322 515 8674	Toptancı Hal Kompleksi No :14-15	https://halkatalogu.com/hal/2109-kocakaplan-komisyon-evi	unclaimed	2026-07-12
62	Markaya Tarım Ürünleri	komisyoncu	adana	kavun-karpuz	A. Kadır KAYA	0532 270 58 24	Vedat Dalokay Sebze Hali No :271-248	https://halkatalogu.com/hal/2117-markaya-tarim-urunleri	unclaimed	2026-07-12
87	Medet komisyon evi	komisyoncu	adana	yuregir	TALİP ÇİFTEL	0535 342 25 98		https://halkatalogu.com/hal/3243-medet-komisyon-evi	unclaimed	2026-07-12
38	Meseri Komisyon evi	komisyoncu	adana	merkez	Seyhan	0 322 429 41 41	Vedat Dalokay Hal Kompleksi 4.Peron No:224	https://halkatalogu.com/hal/240-meseri-komisyon-evi	unclaimed	2026-07-12
24	Mevsim komisyon evi	komisyoncu	adana	merkez	ZAFER HALAÇOĞLU	0 322 428 79 13	Vedat Dalokay Hal Kompleksi 3 .Peron no :121	https://halkatalogu.com/hal/210-mevsim-komisyon-evi	unclaimed	2026-07-12
61	Nail Kavun Karpuz	komisyoncu	adana	kavun-karpuz	Resul MAVRUK	0532 645 58 85	Vedat Dalokay hal kompleksi Karpuz Hali No :256	https://halkatalogu.com/hal/1862-nail-kavun-karpuz	unclaimed	2026-07-12
26	Oğuz komisyon evi	komisyoncu	adana	merkez	Ekrem OĞUZ	0535 257 85 40		https://halkatalogu.com/hal/3216-oguz-komisyon-evi	unclaimed	2026-07-12
25	Öz Alak Komisyon	komisyoncu	adana	merkez	Ibrahim ALAK	0507 246 78 47	Vedat Dalokay Hal Kompleksi 3.Peron No.122	https://halkatalogu.com/hal/212-oz-alak-komisyon	unclaimed	2026-07-12
35	Öz Aydın Kardeşler komisyon evi	komisyoncu	adana	merkez	Hayrettin AYDIN	0 322 429 00 18	Vedat Dalokay Hal Kompleksi 4.Peron No:212	https://halkatalogu.com/hal/238-oz-aydin-kardesler-komisyon-evi	unclaimed	2026-07-12
45	Öz Aydınlar Komisyon Evi	komisyoncu	adana	ceyhan	Mahmut AYDIN	0 322 613 16 17	Toptancı Sebze Hali No: 32	https://halkatalogu.com/hal/2925-oz-aydinlar-komisyon-evi	unclaimed	2026-07-12
29	Öz ertuğrul komisyon evi	komisyoncu	adana	merkez	Ramazan ERTUĞRUL	0533 471 10 62		https://halkatalogu.com/hal/3137-oz-ertugrul-komisyon-evi	unclaimed	2026-07-12
33	Öz midyat komisyon evi	komisyoncu	adana	merkez	Mehmet ALDSOY	0533 374 04 50		https://halkatalogu.com/hal/3070-oz-midyat-komisyon-evi	unclaimed	2026-07-12
15	Öz Televi Kardeşler Komisyon evi	komisyoncu	adana	merkez	Ersin TELEVİ	0 322 428 21 64	Vedat dalokay Hal Kompleksi 2.Peron No :58	https://halkatalogu.com/hal/164-oz-televi-kardesler-komisyon-evi	unclaimed	2026-07-12
67	Özbirlik Komisyon evi	komisyoncu	adana	kozan	Serdar HAKKULU	515 70 07	Toptancı Sebze Hali No :20	https://halkatalogu.com/hal/2110-ozbirlik-komisyon-evi	unclaimed	2026-07-12
11	Rengin Komisyon evi	komisyoncu	adana	merkez	Abdülkadir & Şehmus	0 322 428 87 53	Toptancı Sebze Hali No :42	https://halkatalogu.com/hal/150-rengin-komisyon-evi	unclaimed	2026-07-12
53	Şahap Altıok Komisyon evi	komisyoncu	adana	kavun-karpuz			Vedat Dalokay hal kompleksi Karpuz Hali No :33-34-38	https://halkatalogu.com/hal/1860-sahap-altiok-komisyon-evi	unclaimed	2026-07-12
36	Sancar komisyon evi	komisyoncu	adana	merkez	Abulhaluk ZENGİN	0532 577 01 89		https://halkatalogu.com/hal/3185-sancar-komisyon-evi	unclaimed	2026-07-12
48	Sarıbaş Komisyon evi	komisyoncu	adana	ceyhan	Ali SARIBAS	0542 833 60 99	Sebze Hali No :47	https://halkatalogu.com/hal/1992-saribas-komisyon-evi	unclaimed	2026-07-12
81	Şen Kardeşler Komisyon evi	komisyoncu	adana	sevkiyat	Abdulhadi ŞEN	0532 297 56 24	Vedat Dalokay Hal Kompleksi 5.Peron No: 44	https://halkatalogu.com/hal/2908-sen-kardesler-komisyon-evi	unclaimed	2026-07-12
82	Şen Kardeşler Komisyon Sevkiyat	komisyoncu	adana	sevkiyat	Bilal OĞUR	0543 490 78 05	Toptancı Hal Kompleksi 6.Peron No :56	https://halkatalogu.com/hal/1962-sen-kardesler-komisyon-sevkiyat	unclaimed	2026-07-12
78	Şen Ortaklar Murat Komisyonevi	komisyoncu	adana	sevkiyat	Salih AĞILGAT	0533 244 22 40	Vedat Dalokay Hal Kompleksi 5.peron No :29	https://halkatalogu.com/hal/1964-sen-ortaklar-murat-komisyonevi	unclaimed	2026-07-12
91	Sercan Komisyonevi	komisyoncu	adana	yuregir	Mehmet GÖKEL	0532 113 38 43	Yüreğir Sebze Hali 2.Peron No :41	https://halkatalogu.com/hal/276-sercan-komisyonevi	unclaimed	2026-07-12
28	Sicimoğlu Komisyon evi	komisyoncu	adana	merkez		0 322 428 96 64	Vedat Dalokay Hal Kompleksi 3.Peron No :154	https://halkatalogu.com/hal/201-sicimoglu-komisyon-evi	unclaimed	2026-07-12
55	Sıtkı Karaman Komisyon evi	komisyoncu	adana	kavun-karpuz			Vedat Dalokay hal kompleksi Karpuz Hali No :37	https://halkatalogu.com/hal/1861-sitki-karaman-komisyon-evi	unclaimed	2026-07-12
64	Tetik Komisyon evi	komisyoncu	adana	kozan	Mustafa TETİK	0322 515 8694	Toptancı Sebze Hali No :6	https://halkatalogu.com/hal/1985-tetik-komisyon-evi	unclaimed	2026-07-12
37	Uğur komisyon evi	komisyoncu	adana	merkez	Oktay OGUR	0542 583 51 86		https://halkatalogu.com/hal/3071-ugur-komisyon-evi	unclaimed	2026-07-12
68	Yayla Komisyon evi	komisyoncu	adana	kozan	Hüseyin ÜNAL	0536 412 73 73	Yeni Sebze Hali No :21	https://halkatalogu.com/hal/1981-yayla-komisyon-evi	unclaimed	2026-07-12
65	Yiğenoğlu Komisyon evi	komisyoncu	adana	kozan	Muhammet YIGENOGLU	0535 959 96 89	Yeni Sebze Hali No :12-13	https://halkatalogu.com/hal/1980-yigenoglu-komisyon-evi	unclaimed	2026-07-12
17	Yılmaz Kardeşler Komisyon evi	komisyoncu	adana	merkez	Necmettin YILMAZ	0535 411 79 11	Toptancı Sebze Hali No :82	https://halkatalogu.com/hal/1938-yilmaz-kardesler-komisyon-evi	unclaimed	2026-07-12
49	Yılmaz Komisyon	komisyoncu	adana	kavun-karpuz	Yılmaz ADABER	0532 475 12 77	Vedat Dalokay hal kompleksi Karpuz Hali No :1	https://halkatalogu.com/hal/1863-yilmaz-komisyon	unclaimed	2026-07-12
